u_S,u_V
0.12329732268670737,0.9347111319868483
0.7391968060122123,0.7166510098637858
0.4909581963363081,0.41427900422733677
0.6047440112728981,0.1999765147956787
0.2771254109910756,0.9671207139502114
0.07703147017379051,0.9216768435885392
0.17707844058243308,0.9556129638327854
0.40652888680131516,0.5098637858149366
0.1739079379990606,0.8326679192108971
0.8378346641615783,0.06528886801315172
0.0908877407233443,0.8675434476279944
0.9001878816345702,0.1796618130577736
0.7038515735086895,0.07104274307186473
0.47440112728980743,0.7319163926726162
0.4971817754814467,0.09875528417097229
0.7288633161108502,0.486378581493659
0.816580554250822,0.6594645373414749
0.5365194927195867,0.3300845467355566
0.4918976045091592,0.41075622357914515
0.3558008454673556,0.19551432597463597
0.35192578675434477,0.7774776890558948
0.8617895725692813,0.4637153593236261
0.5116251761390324,0.49471582902771255
0.6748473461719117,0.38838656646312825
0.5672851103804603,0.2982620948802255
0.22780648191639266,0.7972052606857679
0.8599107562235792,0.7454203851573509
0.1865899483325505,0.7800610615312353
0.18682480037576327,0.1348050728041334
0.6323391263503992,0.1542977923907938
0.3583842179426961,0.2062000939408173
0.6065054015969938,0.29057069046500705
0.46829497416627525,0.6088539220291217
0.8350164396430249,0.3232738374823861
0.5574213245655237,0.7208783466416158
0.40171441991545326,0.654650070455613
0.2558713010803194,0.6566463128229215
0.2861672146547675,0.6104978863316111
0.8348990136214185,0.29544387036167213
0.5708078910286519,0.40858384217942695
0.7974401127289807,0.2000939408172851
0.2780648191639267,0.37247534053546266
0.7542273367778299,0.15470878346641614
0.6674495068107092,0.4288398309065289
0.5961719116956318,0.5819633630812588
0.6238844527947394,0.7559887271019258
0.38539220291216536,0.4014795678722405
0.34499765147956785,0.38116486613433537
0.4665335838421794,0.22240488492249882
0.7215829027712541,0.384687646782527
0.8075387505871301,0.6508924377642086
0.6723813997181776,0.3522780648191639
0.2986143729450446,0.8877407233442931
0.33243306716768434,0.6350399248473462
0.34323626115547207,0.2849929544387036
0.3455847815875998,0.7143024894316581
0.4266087364960075,0.37271019257867544
0.32867543447627995,0.6363316110850165
0.8460544856740254,0.26690934711131986
0.9196806012212306,0.2374354156881165
0.3858619069985909,0.5244246124941288
0.4105213715359324,0.5988727101925787
0.30718647252231096,0.366838891498356
0.5634100516674495,0.5733912635039925
0.38046031000469704,0.8406528886801315
0.31881164866134337,0.576561766087365
0.5786754344762799,0.709722874589009
0.17613903240958195,0.5158525129168624
0.41850634100516676,0.8612024424612494
0.3298496946923438,0.5259511507750118
0.4894316580554251,0.5445044621888211
0.13997181775481446,0.9344762799436355
0.26585251291686235,0.121066228276186
0.6979802724283701,0.11601690934711131
0.4768670737435416,0.4840887740723344
0.7062000939408173,0.3115312353217473
0.7837012682010334,0.26908172851103807
0.6245890089243776,0.2665570690465007
0.4217942696101456,0.47810004697040864
0.2653828088304368,0.8183419445749178
0.26045091592296854,0.5915922968529826
0.7172381399718177,0.24718177548144668
0.5479098168154063,0.2763034288398309
0.8442930953499296,0.5877172381399718
0.453381869422264,0.5794974166275246
0.2551667449506811,0.8159934241427901
0.5394551432597463,0.5508454673555659
0.4805072804133396,0.7427195866604039
0.8341944574917802,0.4752231094410521
0.46817754814466883,0.4820338186942226
0.875293565054016,0.4446923438233913
0.7330906528886801,0.6387975575387506
0.381047440112729,0.8185767966181305
0.32926256458431186,0.7062000939408173
0.21512447158290277,0.6733208078910287
0.583842179426961,0.5034053546265852
0.6426726162517614,0.15570690465007045
0.18095349929544388,0.3379520901831846
0.02383748238609676,0.9941286989196806
0.3806951620479098,0.6011038046031001
0.2919210897134805,0.3596759041803664
0.7360263034288398,0.2685533114138093
0.6019257867543447,0.3603804603100047
0.4034758102395491,0.694927195866604
0.9266087364960075,0.36073273837482384
0.6485439173320808,0.1191874119304838
0.6021606387975575,0.21441991545326444
0.2975575387505871,0.752113668388915
0.9185063410051667,0.07080789102865195
0.6355096289337717,0.8242132456552372
0.2528182245185533,0.6984499765147957
0.31493658994833257,0.8116486613433537
0.9652418976045092,0.9720526068576797
0.423438233912635,0.017496477219351807
0.6910521371535933,0.38398309065288866
0.2130108031939878,0.7093705965241898
0.1417332080789103,0.9316580554250822
0.6581728511038046,0.14114607797087836
0.45361672146547677,0.40558947862846406
0.18365429779239079,0.5433302019727572
0.8190465007045561,0.3343118835133866
0.27078440582433067,0.11484264913104744
0.3082433067167684,0.7468294974166275
0.4463363081258807,0.19574917801784875
0.3730624706434946,0.20807891028651948
0.7704321277595115,0.30683419445749177
0.18130577736026304,0.6170737435415689
0.7821747299201504,0.7569281352747769
0.618952559887271,0.2880460310004697
0.4248473461719117,0.7043212775951151
0.30002348520432126,0.777242837012682
0.037458900892437766,0.9477454203851573
0.5850164396430249,0.32456552372005637
0.32350868952559886,0.5981681540629403
0.658290277125411,0.22310944105213715
0.3486378581493659,0.13926726162517614
0.9348285580084547,0.10192578675434476
0.5778534523250353,0.37552841709722873
0.3905589478628464,0.572334429309535
0.4284875528417097,0.10897134805072804
0.5361672146547675,0.7367308595584782
0.28851573508689526,0.8761155472052606
0.22510568341944576,0.45068107092531706
0.2881634570220761,0.6400892437764208
0.12975575387505872,0.8089478628464067
0.21759041803663692,0.8325504931892908
0.15594175669328322,0.9666510098637858
0.8720056364490371,0.060122123062470646
0.46406763738844525,0.1436120244246125
0.5826679192108971,0.338069516204791
0.6329262564584311,0.3007280413339596
0.726984499765148,0.7757162987317989
0.6596993893846876,0.1405589478628464
0.5280648191639268,0.6737905119774542
0.31035697510568344,0.875293565054016
0.3410051667449507,0.4033583842179427
0.5305307656176609,0.8360732738374824
0.6564114607797088,0.3196923438233913
0.5243071864725223,0.6486613433536872
0.09077031470173791,0.9179192108971348
0.5095115077501174,0.33255049318929075
0.5732738374823861,0.3864490371066228
0.4551432597463598,0.5655237200563645
0.9496242367308596,0.5871301080319399
0.7847581023954908,0.357444809769845
0.11390324095819633,0.7727806481916393
0.7154767496477219,0.310826679192109
0.5779708783466416,0.5002348520432128
0.8702442461249413,0.0683419445749178
0.3339596054485674,0.6562353217472991
0.2335603569751057,0.7273367778299671
0.8224518553311414,0.6438468764678252
0.46606387975575386,0.4188586190699859
0.3019023015500235,0.5664631282292156
0.2218177548144669,0.17672616251761392
0.22545796148426492,0.927665570690465
0.18776420854861436,0.8115312353217473
0.6056834194457492,0.16486613433536873
0.40981681540629405,0.19657116016909348
0.689760450915923,0.20573038985439174
0.5254814466885862,0.2992015030530766
0.2927430718647252,0.3155237200563645
0.6149600751526538,0.44997651479567874
0.6094410521371536,0.3896195396899953
0.11002818224518553,0.8189290746829497
0.7509394081728511,0.5400422733677783
0.42531705025833727,0.18424142790042272
0.20079849694692345,0.7525833724753406
0.8128229215594176,0.658290277125411
0.5920620009394082,0.07069046500704557
0.8543917332080789,0.43107092531705027
0.32256928135274776,0.6515969938938468
0.44105213715359326,0.5133865664631282
0.2862846406763739,0.6888210427430719
0.17625645843118834,0.4051197745420385
0.12282761860028182,0.9887271019257867
0.6413809300140911,0.13985439173320807
0.9163926726162518,0.12846406763738843
0.3941991545326444,0.022780648191639268
0.5797322686707375,0.5678722404884923
0.3494598403006106,0.648309065288868
0.6983325504931893,0.35685767966181303
0.3533348990136214,0.3977219351808361
0.1613433536871771,0.7547557538750587
0.5009394081728511,0.802959135744481
0.6290511977454204,0.261507750117426
0.44516204790981684,0.9096993893846876
0.20561296383278535,0.34476279943635507
0.7550493189290747,0.28839830906528885
0.6988022545796149,0.5327031470173791
0.35380460310004697,0.546618130577736
0.3319633630812588,0.5520197275716299
0.786636918741193,0.4456317519962424
0.2402536402066698,0.7923907937999061
0.7011507750117426,0.3539220291216534
0.3506341005166745,0.5463832785345233
0.3677782996712071,0.6703851573508689
0.4089948332550493,0.7219351808360732
0.5375763269140441,0.7069046500704557
0.7030295913574448,0.5695162047909816
0.31129638327853454,0.4822686707374354
0.5951150775011742,0.3740018788163457
0.2869891968060122,0.7120713950211367
0.6173085955847816,0.4069985908877407
0.7204086425551902,0.41157820573038983
0.5610615312353218,0.2670267731329263
0.7753640206669798,0.4853217472992015
0.5167919210897135,0.6067402536402067
0.4277829967120714,0.5243071864725223
0.3466416157820573,0.8028417097228746
0.8643729450446219,0.30812588069516206
0.5110380460310004,0.7103100046970409
0.5819633630812588,0.5580084546735556
0.39877876937529355,0.3792860497886332
0.6325739783936121,0.4156881164866134
0.659816815406294,0.6056834194457492
0.41063879755753874,0.29133395960544856
0.2627994363550963,0.7549318929074683
0.47017379051197744,0.13750587130108033
0.20173790511977455,0.9739314232033819
0.25927665570690467,0.7168271488961954
0.5752700798496947,0.21747299201503054
0.8499295443870362,0.08278534523250353
0.507867543447628,0.7788868013151714
0.24072334429309536,0.9065288868013152
0.6647487083137623,0.27084311883513384
0.23966651009863785,0.8269140441521842
0.38633161108501646,0.5499060591827148
0.150422733677783,0.9203851573508689
0.2431892907468295,0.9834429309534993
0.7972052606857679,0.0023485204321277596
0.650422733677783,0.3098872710192579
0.44762799436355094,0.11402066697980272
0.8473461719116956,0.5454438703616722
0.42813527477689056,0.3404180366369187
0.29837952090183184,0.7644434006575858
0.3226867073743542,0.7288633161108502
0.7260450915922968,0.056599342414279004
0.4713480507280413,0.9151009863785815
0.4444574917801785,0.6055072804133396
0.40453264443400655,0.35310004697040864
0.2847581023954908,0.7652653828088304
0.6086190699859089,0.0654062940347581
0.5383983090652888,0.6639267261625176
0.4949506810709253,0.6271723813997182
0.5127994363550963,0.06681540629403476
0.8957256928135274,0.2760685767966181
0.7502348520432128,0.4372945044621888
0.3356035697510568,0.7908642555190231
0.23767026773132927,0.7056129638327854
0.4446923438233913,0.3332550493189291
0.37364960075152653,0.44480976984499765
0.24659464537341474,0.7072569281352747
0.5833724753405355,0.7376702677313293
0.4778064819163927,0.5327031470173791
0.5025833724753406,0.6454908407703147
0.7833489901362142,0.4436355096289338
0.4776890558947863,0.26420854861437293
0.6213010803193988,0.7254579614842649
0.3805777360263034,0.5064584311883513
0.10039924847346172,0.9583137623297323
0.09664161578205731,0.9409347111319869
0.7029121653358384,0.6736730859558479
0.5465007045561296,0.2108971348050728
0.4793330201972757,0.326561766087365
0.8026068576796618,0.404062940347581
0.33219821512447156,0.6230624706434946
0.7588069516204791,0.23684828558008456
0.27982620948802256,0.9132221700328793
0.7764208548614373,0.8007280413339596
0.25657585720995774,0.7373179896665101
0.3232738374823861,0.14008924377642085
0.3379520901831846,0.7145373414748708
0.16756693283231563,0.8471113198684829
0.6863550962893377,0.03734147487083138
0.6297557538750587,0.16369187411930483
0.5527242837012682,0.6712071395021136
0.3256223579145139,0.7101925786754345
0.44798027242837013,0.32937999060591827
0.47792390793799905,0.5722170032879286
0.6178957256928135,0.34699389384687646
0.6716768435885392,0.13421794269610146
0.6476045091592297,0.6244715829027713
0.5061061531235321,0.275129168623767
0.40394551432597464,0.5634100516674495
0.24553781117895726,0.5155589478628464
0.43107092531705027,0.6358619069985909
0.6702677313292625,0.015969938938468764
0.2138327853452325,0.6357444809769845
0.3193987787693753,0.4598403006106153
0.6441991545326444,0.4375293565054016
0.7798262094880225,0.6535932362611555
0.39619539689995303,0.30025833724753404
0.39431658055425084,0.1270549553781118
0.6943400657585721,0.08313762329732269
0.47123062470643495,0.6638093001409112
0.7854626585251292,0.695514325974636
0.516322217003288,0.6277595115077501
0.418271488961954,0.8678957256928135
0.2573978393612024,0.6864725223109441
0.24084077031470175,0.9215594175669328
0.33959605448567404,0.8994833255049319
0.6385627054955378,0.16639267261625176
0.5474401127289807,0.07151244715829028
0.40852512916862377,0.7370831376232974
0.7589243776420855,0.31611085016439644
0.8932597463597933,0.3700093940817285
0.32961484264913105,0.8240958196336308
0.4698215124471583,0.7438351338656646
0.27818224518553314,0.7682010333489901
0.7276890558947863,0.08149365899483325
0.2844058243306717,0.868365429779239
0.583255049318929,0.36249412869891967
0.4704086425551902,0.6200093940817285
0.5484969469234382,0.1730859558478159
0.43013151714419917,0.4835016439643025
0.21031000469704086,0.804485674025364
0.3365429779239079,0.3790511977454204
0.7151244715829028,0.38327853452325034
0.82444809769845,0.07844058243306717
0.6538280883043682,0.26726162517613905
0.7626820103334899,0.8802254579614842
0.2570455612963833,0.5473226867073744
0.7195866604039455,0.5031705025833725
0.3182245185533114,0.6322217003287929
0.027947393142320337,0.9976514795678723
0.6868248003757633,0.06399718177548144
0.3749412869891968,0.3583842179426961
0.6624001878816346,0.3236261155472053
0.15265382808830436,0.8830436824800376
0.6190699859088774,0.6471348050728042
0.47052606857679663,0.43095349929544385
0.716416157820573,0.13010803193987788
0.49788633161108503,0.3693048379520902
0.22768905589478627,0.8206904650070456
0.21488961953969,0.870479098168154
0.8215124471582903,0.0751526538280883
0.3670737435415688,0.7307421324565524
0.08078910286519493,0.9698215124471583
0.6740253640206669,0.09446923438233913
0.5985204321277595,0.5689290746829497
0.21113198684828557,0.8664279004227337
0.5124471582902771,0.6493658994833255
0.2673790511977454,0.6580554250821982
0.6669798027242837,0.3554485674025364
0.7084311883513387,0.030530765617660875
0.3378346641615782,0.9653593236261155
0.6122592766557069,0.028064819163926728
0.18388914983560356,0.970643494598403
0.7390793799906059,0.038633161108501644
0.5848990136214185,0.9507984969469234
0.4153358384217943,0.029239079379990606
0.7274542038515736,0.3848050728041334
0.64044152184124,0.019844997651479568
0.4852043212775951,0.7969704086425552
0.2225223109441052,0.8964302489431658
0.49694692343823393,0.11496007515265383
0.42977923907938,0.07444809769844998
0.13644903710662282,0.9227336777829968
0.15312353217472993,0.6613433536871771
0.3897369657116017,0.9200328792860498
0.056599342414279004,0.9405824330671677
0.06575857209957726,0.957022076092062
0.494246124941287,0.9335368717707844
0.06528886801315172,0.978511038046031
0.9722874589008924,0.0009394081728511038
0.4314232033818694,0.22686707374354156
0.7717238139971818,0.34793330201972755
0.1464302489431658,0.5055190230155002
0.7676139032409582,0.3845702207609206
0.22933302019727572,0.4402301550023485
0.30519023015500235,0.7670267731329262
0.480037576326914,0.2110145608266792
0.43600281822451853,0.388914983560357
0.14854391733208078,0.8984264913104744
0.4752231094410521,0.39619539689995303
0.38621418506341004,0.5688116486613434
0.9411695631751996,0.018788163457022077
0.3272663222170033,0.5380460310004697
0.8920854861437294,0.20385157350868952
0.3555659934241428,0.28452325035227805
0.20150305307656177,0.8252700798496947
0.6806012212306247,0.17332080789102866
0.7091357444809769,0.7054955378111789
0.4639502113668389,0.36085016439643025
0.30812588069516206,0.7592766557069046
0.41874119304837953,0.6688586190699859
0.15782057303898545,0.7624471582902771
0.09311883513386567,0.885274776890559
0.8300845467355566,0.1365664631282292
0.11942226397369657,0.6992719586660404
0.7259276655706904,0.48696571160169094
0.5179661813057773,0.1385627054955378
0.511507750117426,0.6018083607327384
0.8848050728041333,0.23379520901831846
0.8569751056834194,0.031000469704086424
0.7655002348520432,0.3909112259276656
0.2831141380930014,0.7700798496946923
0.2709018318459371,0.8363081258806951
0.6578205730389854,0.15018788163457022
0.6499530295913575,0.34323626115547207
0.5561296383278534,0.5759746359793331
0.49882573978393613,0.5252465946453734
0.35861906998590887,0.795091592296853
0.6092062000939408,0.34229685298262097
0.4658290277125411,0.5396899953029591
0.7375528417097229,0.22158290277125411
0.3169328323156411,0.8788163457022076
0.3779943635509629,0.5446218882104275
0.32538750587130105,0.6794269610145608
0.5682245185533115,0.4658290277125411
0.5696336308125881,0.2383748238609676
0.5212541099107563,0.13445279473931424
0.7952090183184594,0.32069046500704557
0.2696101456082668,0.4785697510568342
0.6288163457022076,0.32573978393612024
0.16627524659464538,0.9300140911225928
0.1924612494128699,0.9621888210427431
0.1339830906528887,0.8305542508219822
0.6732033818694223,0.19868482855800845
0.16322217003287928,0.5885392202912165
0.06681540629403476,0.9830906528886801
0.8694222639736966,0.09828558008454674
0.31399718177548147,0.28933771723813995
0.6552372005636449,0.22768905589478627
0.1670972287458901,0.7734852043212775
0.6944574917801785,0.22992015030530766
0.48790511977454204,0.7768905589478629
0.43118835133865663,0.4118130577736026
0.722757162987318,0.19539689995302958
0.615312353217473,0.16251761390324096
0.28757632691404417,0.7937999060591827
0.4471582902771254,0.2919210897134805
0.5676373884452794,0.09300140911225928
0.8736496007515265,0.12541099107562237
0.5605918271488962,0.292977923907938
0.6009863785814936,0.6396195396899953
0.3021371535932363,0.6648661343353687
0.23179896665100985,0.5661108501643964
0.5942930953499296,0.5001174260216064
0.5301784875528417,0.25469704086425554
0.6112024424612494,0.6829497416627525
0.35028182245185535,0.6584077031470174
0.36178957256928135,0.6951620479098168
0.6645138562705496,0.5976984499765148
0.8428839830906529,0.08806951620479098
0.759981211836543,0.5603569751056834
0.40558947862846406,0.6019257867543447
0.5794974166275246,0.588069516204791
0.1884687646782527,0.8895021136683889
0.30930014091122593,0.6313997181775481
0.568107092531705,0.5763269140441521
0.46806012212306247,0.6136683889149835
0.7287458900892437,0.17649131047440111
0.2980272428370127,0.6660403945514326
0.7819398778769375,0.06211836542977924
0.373179896665101,0.9168623767026773
0.8260920620009394,0.1534758102395491
0.48567402536402066,0.6317519962423673
0.25176139032409584,0.8041333959605449
0.5300610615312353,0.861672146547675
0.3049553781117896,0.39983560356975106
0.7113668388914983,0.10556599342414279
0.8602630342883983,0.4072334429309535
0.3476984499765148,0.77665570690465
0.9051197745420385,0.6391498356035697
0.56176608736496,0.2969704086425552
0.638914983560357,0.17883983090652888
0.3918506341005167,0.8700093940817285
0.23461719116956317,0.45831376232973225
0.24330671676843588,0.24248473461719117
0.5740958196336308,0.7105448567402537
0.3565054015969939,0.6115547205260686
0.7037341474870832,0.5654062940347581
0.1151949271958666,0.9398778769375293
0.25422733677783,0.8750587130108032
0.625293565054016,0.3936120244246125
0.6232973226867073,0.18130577736026304
0.9121653358384217,0.05201972757162987
0.16357444809769844,0.8981916392672616
0.42062000939408173,0.6771958666040394
0.059887271019257865,0.9402301550023485
0.2581023954908408,0.5530765617660873
0.437646782527008,0.22674964772193518
0.281470173790512,0.8049553781117895
0.6104978863316111,0.5488492249882574
0.6191874119304838,0.30237200563644906
0.7611554720526068,0.12740723344293095
0.2158290277125411,0.8352512916862377
0.5264208548614373,0.6887036167214655
0.3430014091122593,0.9062940347581024
0.06387975575387506,0.9013621418506341
0.33149365899483324,0.20878346641615783
0.3233912635039925,0.6756693283231564
0.762094880225458,0.07256928135274777
0.8377172381399718,0.4228511038046031
0.9338891498356036,0.07644434006575858
0.42296852982620947,0.8837482386096759
0.720643494598403,0.7194692343823391
0.6257632691404416,0.033936120244246124
0.44492719586660406,0.9421089713480507
0.31411460779708783,0.4395255988727102
0.7444809769844998,0.7686707374354157
0.171911695631752,0.8427665570690465
0.2545796148426491,0.4931305777360263
0.1396195396899953,0.8720643494598403
0.552959135744481,0.1804837952090183
0.6029826209488023,0.3215124471582903
0.7910991075622358,0.5187881634570221
0.9540864255519023,0.09981211836542978
0.3017848755284171,0.5327031470173791
0.14889619539689997,0.6709722874589009
0.25939408172851103,0.753640206669798
0.634687646782527,0.6480742132456553
0.09558478158759981,0.8936120244246125
0.5651714419915453,0.7687881634570221
0.7435415688116487,0.13046031000469704
0.43130577736026304,0.5906528886801315
0.3375998121183654,0.3289102865194927
0.25046970408642555,0.7407233442930954
0.818694222639737,0.61801315171442
0.33936120244246126,0.5233677782996712
0.5406294034758102,0.11613433536871771
0.24964772193518084,0.6904650070455612
0.24530295913574449,0.5762094880225458
0.18142320338186943,0.5960544856740254
0.04744011272898074,0.8785814936589948
0.44093471113198685,0.8754109910756224
0.7315641146077971,0.16557069046500705
0.6861202442461249,0.2667919210897135
0.5940582433067167,0.2326209488022546
0.2909816815406294,0.4315406294034758
0.11449037106622828,0.8067167684358854
0.8607327383748239,0.4643024894316581
0.4661813057773603,0.3183419445749178
0.43506341005166743,0.5086895255988727
0.255753875058713,0.6413809300140911
0.08830436824800376,0.9489196806012212
0.6512447158290278,0.024072334429309537
0.745185533114138,0.2586895255988727
0.5526068576796618,0.12376702677313292
0.8799906059182715,0.040159699389384684
0.5133865664631282,0.4327148896195397
0.8097698449976515,0.484264913104744
0.3514560826679192,0.6622827618600282
0.3606153123532175,0.5090418036636919
0.7399013621418506,0.09699389384687647
0.47322686707374356,0.7387271019257867
0.484264913104744,0.1882339126350399
0.7518788163457022,0.6816580554250822
0.2812353217472992,0.8572099577266322
0.5031705025833725,0.5622357914513856
0.25751526538280883,0.7173555659934241
0.4417566932832316,0.9020666979802724
0.654650070455613,0.1756693283231564
0.4158055425082198,0.5166744950681071
0.5082198215124472,0.31705025833724754
0.48414748708313765,0.6457256928135274
0.573860967590418,0.13363081258806953
0.4587834664161578,0.30225457961484264
0.45866604039455144,0.8399483325504932
0.851690934711132,0.01338656646312823
0.8015500234852043,0.5604744011272899
0.5482620948802255,0.8491075622357914
0.4205025833724753,0.38210427430718646
0.2078440582433067,0.7081963363081258
0.242132456552372,0.7040864255519023
0.5945279473931423,0.8292625645843119
0.46993893846876467,0.11449037106622828
0.6513621418506341,0.23391263503992485
0.5769140441521842,0.3844527947393142
0.6975105683419446,0.5327031470173791
0.2626820103334899,0.9196806012212306
0.6831845937059653,0.33748238609675907
0.4589008924377642,0.37623297322686705
0.7239314232033819,0.1726162517613903
0.9074682949741663,0.4221465476749648
0.7290981681540629,0.6850634100516675
